1336,Each microorganism was shown to be unable to grow to any appreciable extent on 10 mM cocaine in the absence of the other.
1337,C. acidovorans MBLF was found to possess an inducible cocaine esterase which catalyzed the hydrolysis of cocaine to ecgonine methyl ester and benzoate.
1338,C. acidovorans was capable of growth on benzoate at concentrations below 5 mM but was unable to metabolize ecgonine methyl ester.
1339,P. fluorescens MBER was capable of growth on either benzoate as the sole source of carbon or ecgonine methyl ester as the sole source of carbon and nitrogen.
1340,"P. fluorescens MBER was found to initiate the degradation of ecgonine methyl ester via ecgonine, pseudoecgonine, and pseudoecgonyl-coenzyme A. Subcellular studies resulted in the identification of an ecgonine methyl esterase, an ecgonine epimerase, and a pseudoecgonyl-coenzyme A synthetase which were induced by growth on ecgonine methyl ester or ecgonine."
1341,"Further metabolism of the ecgonine moiety is postulated to involve nitrogen debridging, with the production of carbonyl-containing intermediates.Corynebacterium sepedonicum KZ-4, described earlier as a strain capable of growth on 2,4-dichlorobenzoate (G.M."
1342,Zaitsev and Y.N.
1343,"Karasevich, Mikrobiologiya 54:356-369, 1985), is known to metabolize this substrate via 4-hydroxybenzoate and protocatechuate, and evidence consistent with an initial reductive dechlorination step to form 4-chlorobenzoate was found in another coryneform bacterium, strain NTB-1 (W.J.J."
1344,"van den Tweel, J.B. Kok, and J.A.M."
1345,"de Bont, Appl."
1346,Environ.
1347,Microbiol.
1348,"53:810-815, 1987)."
1349,"2-Chloro-4-fluorobenzoate was found to be converted stoichiometrically to 4-fluorobenzoate by resting cells of strain KZ-4, compatible with a reductive process."
1350,"Experiments with cell extracts demonstrated that Mg - ATP and coenzyme A (CoA) were required to stimulate reductive dehalogenation, consistent with the intermediacy of 2-chloro-4-fluoro-benzoyl-CoA and 2,4-dichlorobenzoyl-CoA thioesters."
1351,"2,4-Dichlorobenzoyl-CoA was shown to be converted to 4-chlorobenzoyl-CoA in a novel NADPH-dependent reaction in extracts of both KZ-4 and NTB-1."
1352,"In addition to the ligase and reductive dehalogenase activities, hydrolytic 4-chlorobenzoyl-CoA dehalogenase and thioesterase activities, 4-hydroxybenzoate 3-monooxygenase, and protocatechuate 3,4-dioxygenase activities were demonstrated to be present in the soluble fraction of KZ-4 extracts following ultracentrifugation."
1353,"We propose that the pathway for 2,4-dichlorobenzoate catabolism in strains KZ-4 and NTB-1 involves formation of 2,4-dichlorobenzoyl-CoA, NADPH-dependent ortho dehalogenation yielding 4-chlorobenzoyl-CoA, hydrolytic removal of chlorine from the para position to generate 4-hydroxybenzoyl-CoA, hydrolysis to form 4-hydroxybenzoate, oxidation to yield protocatechuate, and oxidative ring cleavage.The chlorobenzene degradation pathway of Pseudomonas sp."
1354,strain P51 is an evolutionary novelty.
1355,"The first enzymes of the pathway, the chlorobenzene dioxygenase and the cis-chlorobenzene dihydrodiol dehydrogenase, are encoded on a plasmid-located transposon Tn5280."
1356,"Chlorobenzene dioxygenase is a four-protein complex, formed by the gene products of tcbAa for the large subunit of the terminal oxygenase, tcbAb for the small subunit, tcbAc for the ferredoxin, and tcbAd for the NADH reductase."
1357,"Directly downstream of tcbAd is the gene for the cis-chlorobenzene dihydrodiol dehydrogenase, tcbB."
1358,"Homology comparisons indicated that these genes and gene products are most closely related to those for toluene (todC1C2BAD) and benzene degradation (bedC1C2BA and bnzABCD) and distantly to those for biphenyl, naphthalene, and benzoate degradation."
1359,"Similar to the tod-encoded enzymes, chlorobenzene dioxygenase and cis-chlorobenzene dihydrodiol dehydrogenase were capable of oxidizing 1,2-dichlorobenzene, toluene, naphthalene, and biphenyl, but not benzoate, to the corresponding dihydrodiol and dihydroxy intermediates."
1360,"These data strongly suggest that the chlorobenzene dioxygenase and dehydrogenase originated from a toluene or benzene degradation pathway, probably by horizontal gene transfer."
1361,This evolutionary event left its traces as short gene fragments directly outside the tcbAB coding regions.Pseudomonas putida F1 utilizes p-cumate (p-isopropylbenzoate) as a growth substrate by means of an eight-step catabolic pathway.
1362,"A 35.75-kb DNA segment, within which the cmt operon encoding the catabolism of p-cumate is located, was cloned as four separate overlapping restriction fragments and mapped with restriction endonucleases."
1363,"By examining enzyme activities in recombinant bacteria carrying these fragments and sub-cloned fragments, genes encoding most of the enzymes of the p-cumate pathway were located."
1364,"Subsequent sequence analysis of 11,260 bp gave precise locations of the 12 genes of the cmt operon."
1365,"The first three genes, cmtAaAbAc, and the sixth gene, cmtAd, encode the components of p-cumate 2,3-dioxygenase (ferredoxin reductase, large subunit of the terminal dioxygenase, small subunit of the terminal dioxygenase, and ferredoxin, respectively); these genes are separated by cmtC, which encodes 2,3-dihydroxy-p-cumate 3,4-dioxygenase, and cmtB, coding for 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase."
1366,"The ring cleavage product, 2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate, is acted on by a decarboxylase encoded by the seventh gene, cmtD, which is followed by a large open reading frame, cmtI, of unknown function."
1367,"The next four genes, cmtEFHG, encode 2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase, 2-hydroxypenta-2,4-dienoate hydratase, 4-hydroxy-2-oxovalerate aldolase, and acetaldehyde dehydrogenase, respectively, which transform the decarboxylation product to amphibolic intermediates."
1368,The deduced amino acid sequences of all the cmt gene products except CmtD and CmtI have a recognizable but low level of identity with amino acid sequences of enzymes catalyzing analogous reactions in other catabolic pathways.
1369,"This identity is highest for the last two enzymes of the pathway (4-hydroxy-2-oxovalerate aldolase and acetaldehyde dehydrogenase ), which have identities of 66 to 77% with the corresponding enzymes from other aromatic meta-cleavage pathways."
1370,Recombinant bacteria carrying certain restriction fragments bordering the cmt operon were found to transform indole to indigo.
1371,"This reaction, known to be catalyzed by toluene 2,3-dioxygenase, led to the discovery that the tod operon, encoding the catabolism of toluene, is located 2.8 kb downstream from and in the same orientation as the cmt operon in P. putida F1.On the basis of the available high-resolution structures of mandelate racemase (MR) from Pseudomonas putida , Lys 166 and His 297 are positioned appropriately to participate in catalysis as acid/base catalysts, with Lys 166 participating as the (S)-specific acid/base catalyst and His 297 participating as the (R)-specific acid/base catalyst."
1372,The dependence of kcat on pH for the racemization of both (R)- and (S)-mandelates suggests that the pKaS of the conjugate acids of Lys 166 and His 297 are both approximately 6.4 .
1373,Both acid/base catalysts are in close proximity to and approximately equidistant to the epsilon-ammonium group of Lys 164 and the essential Mg2+.
1374,"The positive electrostatic potential provided by these cationic groups might be expected to increase the acidities of the cationic conjugate acids of the acid/base catalysts, thereby explaining the depressed pKa of Lys 166 but not the ""normal"" pKa of His 297."
1375,"Asp 270 is hydrogen bonded of N delta of His 297 and, therefore, may allow the pKa of His 297 to be normal."
1376,In this paper we report the structural and mechanistic properties of the mutant in which Asp 270 is replaced with asparagine (D270N).
1377,"The structure of D270N with (S)-atrolactate bound in the active site reveals no geometric alterations in the active site when compared to the structure of wild-type MR complexed with (S)-atrolactate, with the exception that the side chain of His 297 is tilted and displaced approximately 0.5 A away from Asn 270 and toward the (S)-atrolactate."
1378,The kcatS for both (R)- and (S)-mandelates are reduced approximately 10(4)-fold.
1379,"In accord with the proposal that Asp 270 influences the pKa of His 297, in the (R)- to (S)-direction no ascending limb is detected in the dependence of kcat of pH; instead, kcat decreases from a low pH plateau as described by a pKa of 10."
1380,In the (S)- to (R)-direction the dependence of kcat of pH is a bell-shaped curve that is described by pKaS of 6.4 and 10.
1381,"In analogy to the previously reported properties of the H297N mutant , D270N catalyzes both the facile exchange of the alpha-proton of (S)- but not (R)-mandelate with solvent and the stereospecific elimination of bromide ion from (S)-p-(bromomethyl)mandalate."
1382,"These observations suggest that His 297 and Asp 270 function as a catalytic dyad, with Asp 270 being at least partially responsible for the normal pKa of His 297 in wild-type MR.Using a wide variety of N- and S-oxide compounds we have shown by kinetic analysis that only two N-oxides, trimethylamine-N-oxide and 4-methylmorpholine-N-oxide, can be considered good substrates for trimethylamine-N-oxide (TMAO) reductase on the basis of their kcat/Km ratio."
1383,This result demonstrates that TMAO reductase possesses a high substrate specificity.
1384,Induction of the torCAD operon using the same S- and N-oxide compounds was also analyzed.
1385,We demonstrate that there is no correlation between the ability for a compound to be reduced by TMAO reductase and to induce TMAO reductase synthesis.Naphthalene dioxygenase (NDO) from Pseudomonas sp.
1386,"strain NCIB 9816-4 adds both atoms of the dioxygen molecule to styrene to form (R)-l-phenyl-1,2-ethanediol."
1387,Product formation is tightly coupled to dioxygen consumption and NADH oxidation.
1388,NDO oxidizes styrene-d8 at almost the same initial rate as styrene.
1389,"The results indicate that dioxygen activation by NDO is different from that by cytochrome P-450 and other monooxygenases, which oxidize styrene to styrene 1,2-oxide.Tetrachloroethene reductive dehalogenase from the tetrachloroethene-utilizing anaerobe, Dehalospirillum multivorans, was purified approximately 100-fold to apparent homogeneity."
1390,"The purified dehalogenase catalyzed the reductive dechlorination of tetrachloroethene (PCE) to trichloroethene and of trichloroethene to cis-1,2-dichloroethene with reduced methyl viologen as the electron donor at a specific activity of 2.6 microkatal/mg."
1391,"The apparent Km values for tetrachloroethene and trichloroethene were 0.20 and 0.24 mM, respectively."
1392,The apparent molecular mass of the native enzyme was determined by gel filtration to be 58 kDa.
1393,Sodium dodecyl sulfate-gel electrophoresis revealed a single protein band with a molecular mass of 57 kDa.
1394,"One mol of dehalogenase contained 1.0 mol of corrinoid, 9.8 mol of iron, and 8.0 mol of acid-labile sulfur."
1395,The pH optimum was about 8.0.
1396,The enzyme had a temperature optimum of 42 degrees C. It was slightly oxygen-sensitive and was thermolabile above 50 degrees C. The dechlorination of PCE was stimulated by ammonium ions.
1397,"Chlorinated methanes severely inhibited PCE dehalogenase activity.The polyether-macrolide antibiotic, boromycin, was isolated as a potent anti-human immunodeficiency virus (HIV) antibiotic from a fermentation broth of Streptomyces sp."
1398,A-3376.
1399,Boromycin was found to strongly inhibit the replication of the clinically isolated HIV-1 strain as well as the cultured strain in in vitro laboratory experiments.
1400,"The mechanism for the anti-HIV activity of boromycin is suggested to involve blocking the later stage of HIV infection, and probably the maturity step for replication of the HIV molecule.Toluene is degraded anoxically to CO2 by the denitrifying bacterium Thauera aromatica."
1401,Toluene first becomes oxidized to benzoyl-CoA by O2-independent reactions.
1402,Benzoyl-CoA is then reduced to non-aromatic products by benzoyl-CoA reductase.
1403,We set out to study the reactions employed for the initial activation of toluene and its oxidation to the level of benzoate.
1404,Evidence is provided for a novel way of toluene degradation based on experiments with cell-free extracts and with whole toluene-grown cells: Cell-free extracts oxidized toluene to benzoyl-CoA via several radioactive intermediates.
1405,"This reaction was strictly dependent on the presence of fumarate, coenzyme A and nitrate as electron acceptor; acetyl-CoA and ATP were not necessary for the reaction."
1406,The first product formed in vitro was benzylsuccinate; (2H8)toluene was converted to (2H7)benzylsuccinate.
1407,"Formation of benzylsuccinate from toluene was independent of coenzyme A and nitrate, but it required the presence of fumarate."
1408,Other tricarboxylic acid cycle intermediates were converted to fumarate in cell extracts and therefore could partially substitute for fumarate.
1409,Benzylsuccinate was oxidized further to benzoyl-CoA and benzoate in cell extracts if coenzyme A and nitrate were present.
1410,No benzyl alcohol and benzaldehyde and no phenylpropionate could be detected as intermediates.
1411,"In isotope trapping experiments with cell suspensions, two intermediates from toluene were detected, benzoate and benzylsuccinate."
1412,This corroborates the sequence of reactions deduced from in vitro experiments.
1413,A hypothetical degradation pathway for the anaerobic oxidation of toluene to benzoyl-CoA via an initial addition of fumarate to the methyl group of toluene and following beta-oxidation of the benzylsuccinate formed is suggested.Purified naphthalene dioxygenase (NDO) from Pseudomonas sp.
1414,"strain NCIB 9816-4 oxidized toluene to benzyl alcohol and benzaldehyde by reactions involving benzylic monooxygenation and dioxygen-dependent alcohol oxidation, respectively."
1415,Xylene and nitrotoluene isomers were also oxidized to substituted benzyl alcohol and benzaldehyde derivatives.
1416,NDO oxidized ethylbenzene sequentially through (S)-1-phenethyl alcohol (77% enantiomeric excess) and acetophenone to 2-hydroxyacetophenone.
1417,"In addition, NDO also oxidized ethylbenzene through styrene to (R)-1-phenyl-1,2-ethanediol (74% enantiomeric excess) by reactions involving desaturation and dihydroxylation, respectively."
1418,"Isotope experiments with 18O2, H2 18O, and D2O suggest that 1-phenethyl alcohol is oxidized to acetophenone by a minor reaction involving desaturation followed by tautomerization."
1419,"The major reaction in the conversion of 1-phenethyl alcohol and benzyl alcohol to acetophenone and benzaldehyde, respectively, probably involves monohydroxylation to form a gem-diol intermediate which stereospecifically loses the incoming hydroxyl group to leave the carbonyl product."
1420,"These results are compared with similar reactions catalyzed by cytochrome P-450.The oxidation of 9,10-dihydroanthracene and 9,10-dihydrophenanthrene was examined with mutant and recombinant strains expressing naphthalene dioxygenase from Pseudomonas putida (NCIB 9816.4."
1421,"Salicylate-induced cells of P. putida strain 9816/11 and isopropylthiogalactopyranoside-induced cells of Escherichia coli JM109(DE3)(pDTG141) oxidized 9,10-dihydroanthracene to (+)-cis-1R,2S)-1,2-dihydroxy-1,2,9,10-tetrahydroanthracene (> 95% relative yield; > 95% enantiomeric excess) as the major product."
1422,"9-Hydroxy-9,10-dihydroanthracene (< 5% relative yield) was a minor product formed by both organisms."
1423,"The same cells oxidized 9,10-dihydrophenanthrene to (+)-cis-(3S,4R)-3,4-dihydroxy-3,4,9,10-tetrahydrophenanthrene (70% relative yield; > 95% enantiomeric excess) and (+)-(S)-9-hydroxy-9,10-dihydrophenanthrene (30% relative yield)."
1424,"The major reaction catalyzed by naphthalene dioxygenase with 9,10-dihydroanthracene and 9,10-dihydrophenanthrene was stereospecific dihydroxylation in which both of the previously undescribed cis-diene diols were of R configuration at the benzylic center adjacent to the bridgehead carbon atom."
1425,"The results suggest that for benzocylic substrates, the location of benzylic carbons influences the type of reaction(s) catalyzed by naphthalene dioxygenase.Camphor (cytochrome P450) 5-monooxygenase, originally isolated from the bacterium Pseudomonas putida PgG 786, catalyzes the essentially stereospecific conversion of tetralin (1,2,3,4-tetrahydronaphthalene) to (R)-1-tetralol ((R)."
1426,"(-)-1,2,3,4-tetrahydro-1-naphthol): tetralin(aq) + NADH(aq) + O2(aq) = (R)-1-tetralol(aq) + NAD(aq) + H2O(l)."
1427,The ratio of the amount of (S)-1-tetralol to the amount of (R)-1-tetralol is small (approximately 0.04) and the reaction is essentially stereospecific.
1428,The reaction time-course plot indicates the formation of additional product(s) from the (R)-1-tetralol.
1429,"It is found that the above reaction obeys Michaelis-Menten kinetics and that dimethyl sulfoxide, methanol, and p-dioxane serve as accelerators."
1430,"Approximate values of a Michaelis constant Km, limiting rate Vmax, and catalytic constant kcat are obtained for this reaction under a specified set of conditions."
1431,It is shown by means of a thermochemical cycle calculation that the apparent equilibrium constant for this reaction is approximately 4 x 10(65) at T = 298.15 K and pH 7.3.
1432,"Thus, this reaction is ""irreversible"" and, unless the enzyme system is inactivated, it will proceed in the direction of complete formation of 1-tetralol from tetralin."
1433,A detailed description of the preparation of the camphor (cytochrome P450) 5-monooxygenase enzyme system from recombinant microorganisms is given.The oxidation of dibenzothiophene to dibenzothiophene sulfone has been linked to the enzyme encoded by the sox/dszC gene from Rhodococcus sp.
1434,"strain IGTS8 (S. A. Denome, C. Oldfield, L. J. Nash, and K. D. Young, J. Bacteriol."
1435,"176:6707-6717, 1994; C. S. Piddington, B. R. Kovacevich, and J. Rambosek, Appl."
1436,Environ.
1437,Microbiol.
1438,"61:468-475, 1995)."
1439,"However, this enzyme has not been characterized, and the type of its catalytic activity remains unclassified."
1440,"In this work, the sox/dszC gene was overexpressed in Escherichia coli, a procedure for the purification of the expressed enzyme was developed, and the properties of and the reactions catalyzed by the purified enzyme were characterized."
1441,"This enzyme binds one flavin mononucleotide (Kd, 7 micrometers) or reduced flavin mononucleotide (FMNH2) (Kd < 10(-8) M) per 90,200-Da homodimer, and FMNH2 is an essential cosubstrate for its activity."
1442,"Patterns of product formation were examined under different FMNH2 availabilities, and results indicate that this enzyme catalyzes a stepwise conversion of dibenzothiophene to the corresponding sulfoxide and subsequently to the sulfone."
1443,"On the basis of isotope labeling patterns with H2(18)O and 18O2, dibenzothiophene sulfoxide and sulfone obtained their oxygen atom(s) from molecular oxygen rather than water in their formation from dibenzothiophene."
1444,The enzyme also utilizes benzyl sulfide and benzyl sulfoxide as substrates.
1445,"Hence, it is identified as a sulfide/sulfoxide monooxygenase."
1446,"This monooxygenase is similar to the microsomal flavin-containing monooxygenase but is unique among microbial flavomonooxygenases in its ability to catalyze two consecutive monooxygenation reactions.Initial reactions in anaerobic oxidation of ethylbenzene were investigated in a denitrifying bacterium, strain EB1."
1447,"Cells of strain EB1 mineralized ethylbenzene to CO2 under denitrifying conditions, as demonstrated by conversion of 69% of ethylbenzene to 14CO2."
1448,"In anaerobic suspensions of strain EB1 cells metabolizing ethylbenzene, the transient formation and consumption of 1-phenylethanol, acetophenone, and an as yet unidentified compound were observed."
1449,"On the basis of growth experiments and spectroscopic data, the unknown compound is proposed to be benzoyl acetate."
1450,"Cell suspension experiments using H2(18)O demonstrated that the hydroxyl group of the first product of anoxic ethylbenzene oxidation, 1-phenylethanol, is derived from water."
1451,A tentative pathway for anaerobic ethylbenzene mineralization by strain EB1 is proposed.Our review of the metabolic pathways of pyridines and aza-arenes showed that biodegradation of heterocyclic aromatic compounds occurs under both aerobic and anaerobic conditions.
1452,"Depending upon the environmental conditions, different types of bacteria, fungi, and enzymes are involved in the degradation process of these compounds."
1453,Our review indicated that different organisms are using different pathways to biotransform a substrate.
1454,Our review also showed that the transformation rate of the pyridine derivatives is dependent on the substituents.
1455,"For example, pyridine carboxylic acids have the highest transformation rate followed by mono-hydroxypyridines, methylpyridines, aminopyridines, and halogenated pyridines."
1456,"Through the isolation of metabolites, it was possible to demonstrate the mineralization pathway of various heterocyclic aromatic compounds."
1457,"By using 14C-labeled substrates, it was possible to show that ring fission of a specific heterocyclic compound occurs at a specific position of the ring."
1458,"Furthermore, many researchers have been able to isolate and characterize the microorganisms or even the enzymes involved in the transformation of these compounds or their derivatives."
1459,"In studies involving 18O labeling as well as the use of cofactors and coenzymes, it was possible to prove that specific enzymes (e.g., mono- or dioxygenases) are involved in a particular degradation step."
1460,"By using H2 18O, it could be shown that in certain transformation reactions, the oxygen was derived from water and that therefore these reactions might also occur under anaerobic conditions.An acidophilic, disulfide-oxidizing, mesophilic, aerobic bacterium was isolated from wastewater sludge."
1461,The new organism is a gram-positive sporulated rod.
1462,It can use elemental sulfur and pyrite as sole energy sources and grows on organic substrates such as glutamate and glucose.
1463,"It also grows on the following organic sulfur substrates: oxidized and reduced glutathione, cysteine, cystine, and dithio(bis)benzothiazole and clearly shows a preference for disulfide bond-containing substrates."
1464,"The optimal pH of growth is between 1.5 and 2.5, depending on the substrate used, and the growth temperature range varies from 4 to 40 degrees C, with an optimal value at 35 degrees C. The G + C chromosomal DNA content was measured at 53 +/- 1 mol%."
1465,Phylogenetic analysis of 16S genes coding for rRNA sequences places the new isolate in the genus Sulfobacillus.
1466,"In addition, unique phenotypic and physiologic characteristics and DNA homology values assign the isolate to a new species in the genus."
1467,"Therefore, this new isolate has been named Sulfobacillus disulfidooxidans and has been assigned ATCC number 51911.The regio- and stereospecific oxidation of fluorene, dibenzofuran, and dibenzothiophene was examined with mutant and recombinant strains expressing naphthalene dioxygenase from Pseudomonas sp."
1468,strain NCIB 9816-4.
1469,The initial oxidation products were isolated and identified by gas chromatography-mass spectrometry and nuclear magnetic resonance spectrometry.
1470,Salicylate-induced cells of Pseudomonas sp.
1471,"strain 9816/11 and isopropyl-beta-D-thiogalactopyranoside-induced cells of Escherichia coli JM109(DE3)(pDTG141) oxidized fluorene to (+)-(3S,4R)-cis-3,4-dihydroxy-3,4-dihydrofluorene (80 to 90% relative yield; > 95% enantiomeric excess ) and 9-fluorenol (< 10% yield)."
1472,"The same cells oxidized dibenzofuran to (1R,2S)-cis-1,2-dihydroxy-1, 2-dihydrodibenzofuran (60 to 70% yield; > 95% ee) and (3S,4R)-cis-3, 4-dihydroxy-3,4-dihydrodibenzofuran (30 to 40% yield; > 95% ee)."
1473,"Induced cells of both strains, as well as the purified dioxygenase, also oxidized dibenzothiophene to (+)-(1R,2S)-cis-1,2-dihydroxy-1, 2-dihydrodibenzothiophene (84 to 87% yield; > 95% ee) and dibenzothiophene sulfoxide (< 15% yield)."
1474,The major reaction catalyzed by naphthalene dioxygenase with each substrate was stereospecific dihydroxylation in which the cis-dihydrodiols were of identical regiochemistry and of R configuration at the benzylic center adjacent to the bridgehead carbon atom.
1475,"The regiospecific oxidation of dibenzofuran differed from that of the other substrates in that a significant amount of the minor cis-3,4-dihydrodiol regioisomer was formed."
1476,"The results indicate that although the absolute stereochemistry of the cis-diene diols was the same, the nature of the bridging atom or heteroatom influenced the regiospecificity of the reactions catalyzed by naphthalene dioxygenase.Bacterial strains expressing naphthalene, biphenyl, and toluene dioxygenase were examined for their abilities to oxidize 6,7-dihydro-5H-benzocycloheptene (benzocyclohept-1-ene)."
1477,"The major oxidation products were isolated, and their absolute configurations were determined by chiral 1H nuclear magnetic resonance analysis of diastereomeric boronate esters, chiral stationary-phase high-pressure liquid chromatography, and stereo-chemical correlation."
1478,Pseudomonas sp.
1479,strain 9816/11 and Sphingomonas yanoikuyae (formerly identified as a Beijerinckia sp.)
1480,"B8/36 expressing naphthalene and biphenyl dioxygenases, respectively, oxidized benzocyclohept-1-ene to a major product identified as (-)-(1R,2S)-cis-dihydroxybenzocycloheptane (> 98% enantiomeric excess , 50 and 90% yield, respectively)."
1481,"In contrast, Pseudomonas putida F39/D expressing toluene dioxygenase oxidized benzocyclohept-1-ene to (+)-(5R)-hydroxybenzocyclohept-1-ene (> 98% ee, 90% yield) as the major metabolite and to the ""opposite"" diol, (+)-(1S,2R)-cis-dihydroxybenzocycloheptane (> 98% ee, 10% yield)."
1482,"The results indicate that, for benzocyclohept-1-ene, the major reaction catalyzed by naphthalene and biphenyl dioxygenases is dioxygenation whereas toluene dioxygenase catalyzes mainly R-stereospecific benzylic monooxygenation."
1483,"Although the type of reaction catalyzed by each organism was not predictable, the absolute configuration of the diol and monol products formed by naphthalene and toluene dioxygenases are consistent with the stereochemistry of the products formed by these enzymes from other benzocycloalkene substrates.The yeast-like fungus Exophiala jeanselmei degrades styrene via initial oxidation of the vinyl side chain to phenylacetic acid, which is subsequently hydroxylated to homogentisic acid."
1484,"The initial reactions are catalyzed by a NADPH- and flavin adenine dinucleotide-dependent styrene monooxygenase, a styrene oxide isomerase, and a NAD(+)-dependent phenylacetaldehyde dehydrogenase."
1485,"The reduced CO-difference spectrum of microsomal preparations of styrene-grown cells shows a characteristic absorption maximum at 450 nm, which strongly suggests the involvement of a cytochrome P-450-dependent styrene monooxygenase."
1486,"Inhibition of styrene monooxygenase activity in cell extracts by cytochrome P-450 inhibitors SKF-525-A, metyrapone, and CO confirms this assumption.Pentaerythritol tetranitrate reductase, which reductively liberates nitrite from nitrate esters, is related to old yellow enzyme."
1487,"Pentaerythritol tetranitrate reductase follows a ping-pong mechanism with competitive substrate inhibition by NADPH, is strongly inhibited by steroids, and is capable of reducing the unsaturated bond of 2-cyclohexen-1-one.A novel methylotroph, strain M2, capable of utilizing methanesulfonic acid (MSA) as a sole source of carbon and energy was the subject of these investigations."
1488,The initial step in the biodegradative pathway of MSA in strain M2 involved an inducible NADH-specific monooxygenase enzyme (MSAMO).
1489,Partial purification of MSAMO from cell-free extracts by ion-exchange chromatography led to the loss of MSAMO activity.
1490,"Activity was restored by the mixing of three distinct protein fractions designated A, B and C. The reconstituted enzyme had a narrow substrate specificity relative to crude cell-free extracts."
1491,"Addition of FAD and ferrous ions to the reconstituted enzyme complex resulted in a fivefold increase in enzyme activity, suggesting the loss of FAD and ferrous ion from the multicomponent enzyme on purification."
1492,"Analysis of mutants of strain M2 defective in the metabolism of C1 compounds indicated that methanol was not an intermediate in the degradative pathway of MSA and also confirmed the involvement of a multicomponent enzyme in the degradation of MSA by methylotroph strain M2.The biodegradation potential of dimethylsilanediol, the monomer unit of polydimethylsiloxane, in soils was investigated."
1493,"Dimethylsilanediol was found to be biodegraded in all of the tested soils, as monitored by the production of 14CO2."
1494,"When 2-propanol was added to the soil as a carbon source in addition to dimethylsilanediol, the production of 14CO2 increased."
1495,A method for the selection of primary substrates that support cometabolic degradation of a target compound was developed.
1496,"By this method, the activity observed in the soils was successfully transferred to liquid culture."
1497,"A fungus, Fusarium oxysporum Schlechtendahl, and a bacterium, an Arthrobacter species, were isolated from two different soils, and both microorganisms were able to cometabolize dimethylsilanediol to 14CO2 in liquid culture."
1498,"In addition, the Arthrobacter sp."
1499,"that was isolated grew on dimethylsulfone, and we believe that this is the first reported instance of a microorganism using dimethylsulfone as its primary carbon source."
1500,"Previous evidence has shown that polydimethylsiloxane is hydrolyzed in soil to the monomer, dimethylsilanediol."
1501,"Now, biodegradation of dimethylsilanediol in soil has been demonstrated.Anaerobic assays conducted with strain T, a denitrifying bacterium capable of mineralizing toluene to carbon dioxide, demonstrated that toluene-grown, permeabilized cells catalyzed the addition of toluene to fumarate to form benzylsuccinate."
1502,This reaction was not dependent on the presence of coenzyme A (CoA) or ATP.
1503,"In the presence of CoA, formation of E-phenylitaconate from benzylsuccinate was also observed."
1504,Kinetic studies demonstrated that the specific rate of benzylsuccinate formation from toluene and fumarate in assays with permeabilized cells was >30% of the specific rate of toluene consumption in whole-cell suspensions with nitrate; this observation suggests that benzylsuccinate formation may be the first reaction in anaerobic toluene degradation by strain T. Use of deuterium-labeled toluene and gas chromatography-mass spectrometry indicated that the H atom abstracted from the toluene methyl group during addition to fumarate was retained in the succinyl moiety of benzylsuccinate.
1505,"In this study, no evidence was found to support previously proposed reactions of toluene with acetyl-CoA or succinyl-CoA."
1506,"Toluene-grown, permeabilized cells of strain T also catalyzed the addition of o-xylene to fumarate to form (2-methylbenzyl)succinate."
1507,"o-Xylene is not a growth substrate for strain T, and its transformation was probably cometabolic."
1508,"With the exception of specific reaction rates, the observed characteristics of the toluene-fumarate addition reaction (i.e., retention of a methyl H atom and independence from CoA and ATP) also apply to the o-xylene-fumarate addition reaction."
1509,"Thus, addition to fumarate may be a biochemical strategy to anaerobically activate a range of methylbenzenes.Pseudomonas sp."
1510,"strain AT3 grew with dl-tropic acid, the aromatic component of the alkaloid atropine, as the sole source of carbon and energy."
1511,"Tropic acid-grown cells rapidly oxidized the growth substrate, phenylacetaldehyde, and phenylacetic acid."
1512,"Crude cell extracts, prepared from dl-tropic acid-grown cells, contained two NAD+-linked dehydrogenases which were separated by ion-exchange chromatography and shown to be specific for their respective substrates, dl-tropic acid and phenylacetaldehyde."
1513,Phenylacetaldehyde dehydrogenase was relatively unstable.
1514,"The stable tropic acid dehydrogenase was purified to homogeneity by a combination of ion-exchange, molecular-sieve, and affinity chromatography."
1515,"It had a pH optimum of 9.5 and was equally active with both enantiomers of tropic acid, and at this pH, phenylacetaldehyde was the only detectable product of tropic acid oxidation."
1516,"The formation of phenylacetaldehyde from tropic acid requires, in addition to dehydrogenation, a decarboxylation step."
1517,"By analogy with NAD+-specific isocitrate and malate dehydrogenases, phenylmalonic semialdehyde, a 3-oxoacid, would be expected to be the precursor of phenylacetaldehyde."
1518,"Other workers have established that isocitrate and malate dehydrogenases catalyze the decarboxylation of enzyme-bound or added 3-oxoacid intermediates, a reaction that requires Mn2+ or Mg2+ ions."
1519,"Studies with tropic acid dehydrogenase were hampered by lack of availability of phenylmalonic semialdehyde, but in the absence of added divalent metal ions, both enantiomers of tropic acid were completely oxidized and we have not, by a number of approaches, found any evidence for the transient accumulation of phenylmalonic semialdehyde.Nitrilotriacetate (NTA) is an important chelating agent in detergents and has also been used extensively in processing radionuclides."
1520,"In Chelatobacter heintzii ATCC 29600, biodegradation of NTA is initiated by NTA monooxygenase that oxidizes NTA to iminodiacetate and glyoxylate."
1521,"The NTA monooxygenase activity requires two component proteins, component A and component B, but the function of each component is unclear."
