Sentence #	Word	POS	Tag
114	.	.	O
114	'	''	O
115	many	JJ	O
115	of	IN	O
115	the	DT	O
115	properties	NNS	O
115	of	IN	O
115	this	DT	O
115	dioxygenase	NN	B-ENZ
115	paralleled	VBN	O
115	those	DT	O
115	of	IN	O
115	the	DT	O
115	extradiol	NN	O
115	(	(	O
115	;	:	O
115	meta\\	NN	O
115	'	''	O
115	)	)	O
115	oxygenases	NNS	O
115	of	IN	O
115	aromatic-ring	NN	O
115	cleavage	NN	O
115	.	.	O
115	``	``	O
116	the	DT	O
116	esterase	NN	B-ENZ
116	hydrolyzed	VBN	O
116	p-nitrophenyl	NN	O
116	acetate	NN	O
116	ethyl	NN	O
116	acetate	NN	O
116	and	CC	O
116	methyl	NN	O
116	acetate	NN	O
116	;	:	O
116	however	RB	O
116	enzymatic	JJ	O
116	hydrolysis	NN	O
116	of	IN	O
116	phosphates	NNS	O
116	sulfates	NNS	O
116	dipeptides	NNS	O
116	lactones	NNS	O
116	or	CC	O
116	the	DT	O
116	ethyl	NN	O
116	esters	NNS	O
116	of	IN	O
116	n-benzoyl-l-tyrosine	NN	O
116	could	MD	O
116	not	RB	O
116	be	VB	O
116	detected	VBN	O
116	.	.	O
116	'	''	O
117	the	DT	O
117	apparent	NN	O
117	k	NNP	O
117	(	(	O
117	m	NN	O
117	)	)	O
117	for	IN	O
117	esterase	NN	B-ENZ
117	activity	NN	O
117	with	IN	O
117	p-nitrophenyl	NN	O
117	acetate	NN	O
117	as	IN	O
117	the	DT	O
117	substrate	NN	O
117	was	VBD	O
117	6.7	CD	O
117	x	NN	O
117	10	CD	O
117	(	(	O
117	-5	NN	O
117	)	)	O
117	m	NN	O
117	and	CC	O
117	the	DT	O
117	maximal	NN	O
117	velocity	NN	O
117	(	(	O
117	v	NN	O
117	)	)	O
117	was	VBD	O
117	mumol/min	NN	O
117	per	IN	O
117	mg	NN	O
117	of	IN	O
117	protein	NN	O
117	at	IN	O
117	30	CD	O
117	c.	NNP	O
117	with	IN	O
117	ethyl	NN	O
117	acetate	NN	O
117	as	IN	O
117	the	DT	O
117	substrate	NN	O
117	the	DT	O
117	apparent	NN	O
117	k	NNP	O
117	(	(	O
117	m	NN	O
117	)	)	O
117	was	VBD	O
117	3.6	CD	O
117	x	NN	O
117	10	CD	O
117	(	(	O
117	-4	NN	O
117	)	)	O
117	m	NN	O
117	and	CC	O
117	v	NN	O
117	was	VBD	O
117	mumol/min	NN	O
117	per	IN	O
117	mg	NN	O
117	of	IN	O
117	protein	NN	O
117	.	.	O
117	'	''	O
118	no	DT	O
118	significant	JJ	O
118	inhibition	NN	O
118	of	IN	O
118	esterase	NN	B-ENZ
118	activity	NN	O
118	was	VBD	O
118	obtained	VBN	O
118	with	IN	O
118	organophosphates	NNS	O
118	mercuric	NN	O
118	compounds	NNS	O
118	eserine	NN	O
118	sulfate	NN	O
118	sodium	NN	O
118	arsanilate	NN	O
118	naf	NN	O
118	cacl	NN	O
118	(	(	O
118	2	CD	O
118	)	)	O
118	cocl	NN	O
118	(	(	O
118	2	CD	O
118	)	)	O
118	or	CC	O
118	mncl	NN	O
118	(	(	O
118	2	CD	O
118	)	)	O
118	.	.	O
118	'	''	O
119	at	IN	O
119	concentrations	NNS	O
119	from	IN	O
119	7	CD	O
119	x	NN	O
119	10	CD	O
119	(	(	O
119	-4	NN	O
119	)	)	O
119	to	TO	O
119	4	CD	O
119	x	NN	O
119	10	CD	O
119	(	(	O
119	-3	NN	O
119	)	)	O
119	m	NN	O
119	2-butanol	JJ	O
119	and	CC	O
119	primary	NN	O
119	alcohols	NNS	O
119	with	IN	O
119	chain	NN	O
119	lengths	NNS	O
119	of	IN	O
119	four	CD	O
119	or	CC	O
119	more	RBR	O
119	carbons	NNS	O
119	inhibited	VBN	O
119	esterase	NN	B-ENZ
119	activity	NN	O
119	from	IN	O
119	59	CD	O
119	to	TO	O
119	86	CD	O
119	%	NN	O
119	.	.	O
119	'	''	O
120	linear	JJ	O
120	noncompetitive	JJ	O
120	inhibition	NN	O
120	of	IN	O
120	esterase	NN	B-ENZ
120	activity	NN	O
120	by	IN	O
120	3-methyl-1-butanol	JJ	O
120	with	IN	O
120	a	DT	O
120	k	NNP	O
120	(	(	O
120	i	NN	O
120	)	)	O
120	of	IN	O
120	1	CD	O
120	x	NN	O
120	10	CD	O
120	(	(	O
120	-3	NN	O
120	)	)	O
120	m	NN	O
120	was	VBD	O
120	demonstrated.1	NN	O
120	.	.	O
120	'	''	O
121	specific	JJ	O
121	activities	NNS	O
121	of	IN	O
121	acetaldehyde	NN	O
121	dehydrogenase	NN	O
121	acetothiokinase	NN	O
121	and	CC	O
121	isocitrate	NN	B-ENZ
121	lyase	NN	I-ENZ
121	were	VBD	O
121	enhanced	VBN	O
121	in	IN	O
121	cells	NNS	O
121	grown	NN	O
121	on	IN	O
121	acetylene	NN	O
121	and	CC	O
121	ethanol	NN	O
121	as	IN	O
121	compared	VBN	O
121	with	IN	O
121	cells	NNS	O
121	grown	NN	O
121	on	IN	O
121	alternate	NN	O
121	substrates	NNS	O
121	.	.	O
121	'	''	O
122	studies	NNS	O
122	with	IN	O
122	metabolic	NN	O
122	inhibitors	NNS	O
122	and	CC	O
122	inducing	VBG	O
122	agents	NNS	O
122	indicated	VBN	O
122	that	IN	O
122	both	DT	O
122	the	DT	O
122	s-oxidation	NN	O
122	of	IN	O
122	tb	NN	O
122	and	CC	O
122	its	PRP$	O
122	further	RB	O
122	conversion	NN	O
122	to	TO	O
122	ba	NN	O
122	probably	RB	O
122	via	IN	O
122	enzymatic	JJ	O
122	oxidation	NN	O
122	to	TO	O
122	tbso2	NN	O
122	(	(	O
122	a	DT	O
122	chemically	RB	O
122	reactive	NN	O
122	sulfene	NN	O
122	)	)	O
122	are	VBP	O
122	catalyzed	VBN	O
122	mainly	RB	O
122	by	IN	O
122	the	DT	O
122	microsomal	NN	O
122	fad-containing	NN	O
122	monooxygenase	NN	B-ENZ
122	.	.	O
122	'	''	O
123	one	CD	O
123	of	IN	O
123	the	DT	O
123	rs-ii	JJ	O
123	regions	NNS	O
123	and	CC	O
123	the	DT	O
123	structural	JJ	O
123	gene	NN	O
123	of	IN	O
123	the	DT	O
123	hydrolase	NN	O
123	overlapped.a	NN	O
123	fragment	NN	O
123	of	IN	O
123	plasmid	NN	O
123	NAH7	NN	B-GENE
123	from	IN	O
123	pseudomonas	NNS	O
123	putida	NN	O
123	ppg7	NN	O
123	has	VBZ	O
123	been	VBN	O
123	cloned	VBN	O
123	and	CC	O
123	expressed	VBN	O
123	in	IN	O
123	escherichia	NN	O
123	coli	NNS	O
123	hb101	NN	O
123	.	.	O
123	'	''	O
124	our	PRP$	O
124	investigation	NN	O
124	established	VBN	O
124	that	IN	O
124	metabolism	NN	O
124	of	IN	O
124	the	DT	O
124	first	RB	O
124	ring	NN	O
124	cleavage	NN	O
124	intermediate	NN	O
124	2-oxo-delta	JJ	O
124	acid	NN	O
124	occurred	VBD	O
124	through	IN	O
124	the	DT	O
124	sequential	JJ	O
124	action	NN	O
124	of	IN	O
124	two	CD	O
124	inducible	JJ	O
124	enzymes	NNS	O
124	a	DT	O
124	coenzyme	NN	O
124	a	DT	O
124	ester	NN	O
124	synthetase	NN	O
124	and	CC	O
124	an	DT	O
124	oxygenase	NN	B-ENZ
124	.	.	O
124	'	''	O
125	the	DT	O
125	oxygenase	NN	B-ENZ
125	was	VBD	O
125	purified	VBN	O
125	to	TO	O
125	homogeneity	NN	O
125	and	CC	O
125	had	VBD	O
125	a	DT	O
125	molecular	NN	O
125	weight	NN	O
125	of	IN	O
125	.	.	O
125	'	''	O
126	the	DT	O
126	oxygenase	NN	B-ENZ
126	was	VBD	O
126	specific	JJ	O
126	for	IN	O
126	nadph	NN	O
126	as	IN	O
126	the	DT	O
126	electron	NN	O
126	donor	NN	O
126	and	CC	O
126	absolutely	RB	O
126	specific	JJ	O
126	for	IN	O
126	the	DT	O
126	coenzyme	NN	O
126	a	DT	O
126	ester	NN	O
126	of	IN	O
126	2-oxo-delta	JJ	O
126	acid	NN	O
126	as	IN	O
126	the	DT	O
126	substrate	NN	O
126	.	.	O
126	'	''	O
127	the	DT	O
127	reaction	NN	O
127	stoichiometry	NN	O
127	was	VBD	O
127	compatible	JJ	O
127	with	IN	O
127	this	DT	O
127	enzyme	NN	O
127	being	VBG	O
127	a	DT	O
127	monooxygenase	NN	B-ENZ
127	and	CC	O
127	a	DT	O
127	mass	NN	O
127	spectral	JJ	O
127	analysis	NN	O
127	of	IN	O
127	the	DT	O
127	methyl	NN	O
127	ester	NN	O
127	of	IN	O
127	the	DT	O
127	product	NN	O
127	confirmed	VBN	O
127	the	DT	O
127	insertion	NN	O
127	of	IN	O
127	a	DT	O
127	single	JJ	O
127	oxygen	NN	O
127	atom	NN	O
127	.	.	O
127	'	''	O
128	about	IN	O
128	3	CD	O
128	h	NN	O
128	later	RB	O
128	when	WRB	O
128	replicatory	NN	O
128	growth	NN	O
128	had	VBD	O
128	ceased	VBN	O
128	entirely	RB	O
128	the	DT	O
128	sparsely	RB	O
128	branched	VBN	O
128	mycelia	NNS	O
128	(	(	O
128	length	NN	O
128	approximately	RB	O
128	equal	JJ	O
128	to	TO	O
128	550	CD	O
128	microns	NNS	O
128	)	)	O
128	began	VBD	O
128	the	DT	O
128	rapid	JJ	O
128	synthesis	NN	O
128	of	IN	O
128	a	DT	O
128	later	RB	O
128	pathway	NN	O
128	enzyme	NN	O
128	m-hydroxybenzyl	NN	O
128	alcohol	NN	B-ENZ
128	dehydrogenase	NN	I-ENZ
128	.	.	O
128	'	''	O
129	the	DT	O
129	age	NN	O
129	at	IN	O
129	which	WDT	O
129	a	DT	O
129	culture	NN	O
129	produced	VBN	O
129	m-hydroxybenzyl	NN	O
129	alcohol	NN	B-ENZ
129	dehydrogenase	NN	I-ENZ
129	was	VBD	O
129	increased	VBN	O
129	by	IN	O
129	increasing	VBG	O
129	the	DT	O
129	nutrient	NN	O
129	nitrogen	NN	O
129	content	NN	O
129	of	IN	O
129	the	DT	O
129	medium	NN	O
129	or	CC	O
129	by	IN	O
129	decreasing	VBG	O
129	the	DT	O
129	size	NN	O
129	of	IN	O
129	the	DT	O
129	spore	NN	O
129	inoculum	NN	O
129	.	.	O
129	'	''	O
130	they	PRP	O
130	have	VB	O
130	been	VBN	O
130	separated	VBN	O
130	into	IN	O
130	four	CD	O
130	groups	NNS	O
130	by	IN	O
130	their	PRP$	O
130	esterase	NN	B-ENZ
130	content	NN	O
130	and	CC	O
130	nutritional	JJ	O
130	characteristics	NNS	O
130	.	.	O
130	'	''	O
131	this	DT	O
131	has	VBZ	O
131	led	VBN	O
131	to	TO	O
131	the	DT	O
131	identification	NN	O
131	and	CC	O
131	characterization	NN	O
131	of	IN	O
131	of	IN	O
131	the	DT	O
131	alkBFGHJKL	NN	B-GENE
131	and	CC	O
131	alkST	NN	B-GENE
131	genes	NNS	O
131	which	WDT	O
131	encode	NN	O
131	all	DT	O
131	proteins	NNS	O
131	necessary	JJ	O
131	to	TO	O
131	convert	NN	O
131	alkanes	NNS	O
131	to	TO	O
131	the	DT	O
131	corresponding	VBG	O
131	acyl-coa	NN	O
131	derivatives	NNS	O
131	.	.	O
131	'	''	O
132	the	DT	O
132	last	JJ	O
132	gene	NN	O
132	of	IN	O
132	the	DT	O
132	cluster	NN	O
132	orf6	NN	O
132	was	VBD	O
132	necessary	JJ	O
132	for	IN	O
132	complementation	NN	O
132	of	IN	O
132	pt88	NN	O
132	and	CC	O
132	the	DT	O
132	32-kda	JJ	O
132	protein	NN	O
132	encoded	VBN	O
132	by	IN	O
132	this	DT	O
132	gene	NN	O
132	showed	VBD	O
132	homology	NN	O
132	to	TO	O
132	catechol	NN	O
132	and	CC	O
132	(	(	O
132	pseudomonas	NNS	O
132	)	)	O
132	cepacia	NN	O
132	pr1	NN	O
132	(	(	O
132	23	CD	O
132	)	)	O
132	has	VBZ	O
132	been	VBN	O
132	shown	VBN	O
132	to	TO	O
132	constitutively	RB	O
132	express	NN	O
132	to	TO	O
132	toluene	NN	O
132	catabolic	NN	O
132	pathway	NN	O
132	distinguished	VBN	O
132	by	IN	O
132	a	DT	O
132	unique	NN	O
132	toluene	NN	O
132	ortho-monooxygenase	NN	B-ENZ
132	(	(	O
132	tom	NNP	O
132	)	)	O
132	.	.	O
132	'	''	O
133	a	DT	O
133	cloned	VBN	O
133	11.2-kb	JJ	O
133	ecori	NN	O
133	restriction	NN	O
133	fragment	NN	O
133	of	IN	O
133	tom23c	NN	O
133	resulted	VBD	O
133	in	IN	O
133	the	DT	O
133	expression	NN	O
133	of	IN	O
133	both	DT	O
133	tom	NNP	O
133	and	CC	O
133	catechol	NN	B-ENZ
133	in	IN	O
133	escherichia	NN	O
133	coli	NNS	O
133	as	IN	O
133	evidenced	VBN	O
133	by	IN	O
133	its	PRP$	O
133	ability	NN	O
133	to	TO	O
133	oxidize	VB	O
133	trichloroethylene	NN	O
133	toluene	NN	O
133	m-cresol	NN	O
133	o-cresol	NN	O
133	phenol	NN	O
133	and	CC	O
133	catechol	NN	O
133	.	.	O
133	'	''	O
134	these	DT	O
134	results	NNS	O
134	indicate	NN	O
134	that	IN	O
134	the	DT	O
134	genes	NNS	O
134	which	WDT	O
134	encode	NN	O
134	tom	NNP	O
134	and	CC	O
134	catechol	NN	B-ENZ
134	are	VBP	O
134	located	VBN	O
134	on	IN	O
134	tom	NN	O
134	an	DT	O
134	approximately	RB	O
134	108-kb	JJ	O
134	degradative	NN	O
134	plasmid	NN	O
134	of	IN	O
134	b.	NNP	O
134	cepacia	NN	O
134	g4.bacterial	JJ	O
134	degradation	NN	O
134	of	IN	O
134	biphenyl	NN	O
134	and	CC	O
134	polychlorinated	VBN	O
134	biphenyls	NN	O
134	proceeds	NNS	O
134	by	IN	O
134	a	DT	O
134	well-studied	JJ	O
134	pathway	NN	O
134	which	WDT	O
134	produces	NNS	O
134	benzoate	NN	O
134	and	CC	O
134	(	(	O
134	or	CC	O
134	in	IN	O
134	the	DT	O
134	case	NN	O
134	of	IN	O
134	polychlorinated	VBN	O
134	biphenyls	NN	O
134	the	DT	O
134	chlorinated	VBN	O
134	derivatives	NNS	O
134	of	IN	O
134	these	DT	O
134	compounds	NNS	O
134	)	)	O
134	.	.	O
134	'	''	O
135	a	DT	O
135	0.6-kb	NN	O
135	apai-psti	JJ	O
135	fragment	NN	O
135	from	IN	O
135	pmd4	NN	O
135	containing	VBG	O
135	the	DT	O
135	putative	NN	O
135	atrazine	NN	B-ENZ
135	chlorohydrolase	NN	I-ENZ
135	gene	NN	O
135	hybridized	VBN	O
135	to	TO	O
135	dna	NN	O
135	from	IN	O
135	atrazine-degrading	NN	O
135	bacteria	NNS	O
135	isolated	JJ	O
135	in	IN	O
135	switzerland	NNP	O
135	and	CC	O
135	louisiana	NNP	O
135	.	.	O
135	'	''	O
136	(	(	O
136	abstract	NN	O
136	truncated	NN	O
136	at	NN	O
136	250	CD	O
136	words	NN	O
136	)	)	O
136	acetylene	NN	O
136	hydratase	NN	B-ENZ
136	of	IN	O
136	the	DT	O
136	mesophilic	NN	O
136	fermenting	VBG	O
136	bacterium	NN	O
136	pelobacter	NN	O
136	acetylenicus	NN	O
136	catalyzes	NNS	O
136	the	DT	O
136	hydration	NN	O
136	of	IN	O
136	acetylene	NN	O
136	to	TO	O
136	acetaldehyde	NN	O
136	.	.	O
136	'	''	O
137	growth	NN	O
137	of	IN	O
137	p.	NN	O
137	acetylenicus	NN	O
137	with	IN	O
137	acetylene	NN	O
137	and	CC	O
137	specific	JJ	O
137	acetylene	NN	O
137	hydratase	NN	B-ENZ
137	activity	NN	O
137	depended	VBN	O
137	on	IN	O
137	tungstate	NN	O
137	or	CC	O
137	to	TO	O
137	a	DT	O
137	lower	JJR	O
137	degree	NN	O
137	molybdate	NN	O
137	supply	NN	O
137	in	IN	O
137	the	DT	O
137	medium	NN	O
137	.	.	O
137	'	''	O
138	the	DT	O
138	km	NNP	O
138	for	IN	O
138	acetylene	NN	O
138	as	IN	O
138	assayed	NNS	O
138	in	IN	O
138	a	DT	O
138	coupled	VBN	O
138	photometric	NN	O
138	test	NN	O
138	with	IN	O
138	yeast	NN	O
138	alcohol	NN	B-ENZ
138	dehydrogenase	NN	I-ENZ
138	and	CC	O
138	nadh	NN	O
138	was	VBD	O
138	14	CD	O
138	microm	NN	O
138	and	CC	O
138	the	DT	O
138	vmax	NN	O
138	was	VBD	O
138	69	CD	O
138	mumol.min-1.mg	NN	O
138	of	IN	O
138	protein-1	NN	O
138	.	.	O
138	'	''	O
139	the	DT	O
139	n-terminal	JJ	O
139	amino	NN	O
139	acid	NN	O
139	sequence	NN	O
139	gave	VBD	O
139	no	DT	O
139	indication	NN	O
139	of	IN	O
139	resemblance	NN	O
139	to	TO	O
139	any	DT	O
139	enzyme	NN	O
139	protein	NN	O
139	described	NN	O
139	so	RB	O
139	far.bacterial	JJ	O
139	strains	NNS	O
139	expressing	VBG	O
139	toluene	NN	O
139	and	CC	O
139	naphthalene	NN	B-ENZ
139	dioxygenase	NN	I-ENZ
139	were	VBD	O
139	used	VBN	O
139	to	TO	O
139	examine	NN	O
139	the	DT	O
139	sequence	NN	O
139	of	IN	O
139	reactions	NNS	O
139	involved	VBN	O
139	in	IN	O
139	the	DT	O
139	oxidation	NN	O
139	of	IN	O
139	.	.	O
139	'	''	O
140	toluene	NN	O
140	dioxygenase	NN	B-ENZ
140	of	IN	O
140	pseudomonas	NNS	O
140	putida	NN	O
140	f39/d	NN	O
140	oxidizes	NNS	O
140	to	TO	O
140	(	(	O
140	+	NN	O
140	)	)	O
140	-cis-	NN	O
140	(	(	O
140	)	)	O
140	(	(	O
140	+	NN	O
140	)	)	O
140	-	:	O
140	(	(	O
140	1r	CD	O
140	)	)	O
140	and	CC	O
140	(	(	O
140	+	NN	O
140	)	)	O
140	-cis-	NN	O
140	(	(	O
140	)	)	O
140	.	.	O
140	'	''	O
141	in	IN	O
141	contrast	NN	O
141	naphthalene	NN	B-ENZ
141	dioxygenase	NN	I-ENZ
141	of	IN	O
141	pseudomonas	NNS	O
141	sp	NN	O
141	.	.	O
141	'	''	O
142	was	VBD	O
142	not	RB	O
142	formed	VBN	O
142	by	IN	O
142	strains	NNS	O
142	expressing	VBG	O
142	naphthalene	NN	B-ENZ
142	dioxygenase	NN	I-ENZ
142	.	.	O
142	'	''	O
143	we	PRP	O
143	propose	NN	O
143	that	IN	O
143	propylene	NN	O
143	oxide	NN	O
143	metabolism	NN	O
143	in	IN	O
143	xanthobacter	NN	O
143	strain	NN	O
143	py2	NN	O
143	proceeds	NNS	O
143	by	IN	O
143	terminal	NN	O
143	carboxylation	NN	O
143	of	IN	O
143	an	DT	O
143	isomerization	NN	O
143	intermediate	NN	O
143	which	WDT	O
143	in	IN	O
143	the	DT	O
143	absence	NN	O
143	of	IN	O
143	co2	NN	O
143	is	VBZ	O
143	released	VBN	O
143	as	IN	O
143	acetone.studies	NNS	O
143	on	IN	O
143	the	DT	O
143	sulfoxidation	NN	O
143	of	IN	O
143	aryl	NN	O
143	alkyl	NN	O
143	sulfides	NNS	O
143	by	IN	O
143	purified	VBN	O
143	toluene	NN	O
143	dioxygenase	NN	B-ENZ
143	and	CC	O
143	naphthalene	NN	B-ENZ
143	dioxygenase	NN	I-ENZ
143	showed	VBD	O
143	that	IN	O
143	naphthalene	NN	B-ENZ
143	dioxygenase	NN	I-ENZ
143	produces	NNS	O
143	sulfoxides	NNS	O
143	of	IN	O
143	(	(	O
143	s	NN	O
143	)	)	O
143	absolute	NN	O
143	configuration	NN	O
143	in	IN	O
143	high	JJ	O
143	enantiomeric	NN	O
143	purity	NN	O
143	while	IN	O
143	those	DT	O
143	formed	VBN	O
143	by	IN	O
143	toluene	NN	O
143	dioxygenase	NN	B-ENZ
143	are	VBP	O
143	of	IN	O
143	variable	JJ	O
143	enantiomeric	NN	O
143	purity	NN	O
143	depending	VBG	O
143	on	IN	O
143	the	DT	O
143	p-substituents	NNS	O
143	on	IN	O
143	the	DT	O
143	benzene	NN	O
143	ring	NN	O
143	.	.	O
143	'	''	O
144	oxygen	NN	O
144	uptake	NN	O
144	experiments	NNS	O
144	with	IN	O
144	naphthalene	NN	B-ENZ
144	dioxygenase	NN	I-ENZ
144	showed	VBD	O
144	that	IN	O
144	the	DT	O
144	reaction	NN	O
144	rate	NN	O
144	and	CC	O
144	degree	NN	O
144	of	IN	O
144	oxygen	NN	O
144	incorporation	NN	O
144	are	VBP	O
144	affected	JJ	O
144	by	IN	O
144	both	DT	O
144	aryl	NN	O
144	and	CC	O
144	alkyl	NN	O
144	substituents	NNS	O
144	.	.	O
144	'	''	O
145	18o2-incorporation	NN	O
145	experiments	NNS	O
145	showed	VBD	O
145	that	IN	O
145	the	DT	O
145	oxygen	NN	O
145	atom	NN	O
145	of	IN	O
145	methyl	NN	O
145	phenyl	NN	O
145	sulfoxide	NN	O
145	formed	VBN	O
145	by	IN	O
145	toluene	NN	O
145	dioxygenase	NN	B-ENZ
145	and	CC	O
145	naphthalene	NN	B-ENZ
145	dioxygenase	NN	I-ENZ
145	is	VBZ	O
145	derived	VBN	O
145	exclusively	RB	O
145	from	IN	O
145	o2	NN	O
145	.	.	O
145	'	''	O
146	the	DT	O
146	carboxylation	NN	O
146	did	VBD	O
146	not	RB	O
146	require	NN	O
146	atp.the	NN	O
146	stereospecific	NN	O
146	oxidation	NN	O
146	of	IN	O
146	indan	NN	O
146	and	CC	O
146	indene	NN	O
146	was	VBD	O
146	examined	VBN	O
146	with	IN	O
146	mutant	NN	O
146	and	CC	O
146	recombinant	NN	O
146	strains	NNS	O
146	expressing	VBG	O
146	naphthalene	NN	B-ENZ
146	dioxygenase	NN	I-ENZ
146	of	IN	O
146	pseudomonas	NNS	O
146	sp	NN	O
146	.	.	O
146	'	''	O
147	purified	VBN	O
147	naphthalene	NN	B-ENZ
147	dioxygenase	NN	I-ENZ
147	oxidized	VBN	O
147	indan	NN	O
147	to	TO	O
147	the	DT	O
147	same	JJ	O
147	four	CD	O
147	products	NNS	O
147	formed	VBN	O
147	by	IN	O
147	strains	NNS	O
147	9816/11	CD	O
147	and	CC	O
147	jm109	NN	O
147	(	(	O
147	de3	NN	O
147	)	)	O
147	.	.	O
147	'	''	O
148	the	DT	O
148	major	JJ	O
148	products	NNS	O
148	formed	VBN	O
148	from	IN	O
148	indene	NN	O
148	by	IN	O
148	purified	VBN	O
148	naphthalene	NN	B-ENZ
148	dioxygenase	NN	I-ENZ
148	were	VBD	O
148	(	(	O
148	+	NN	O
148	)	)	O
148	-	:	O
148	(	(	O
148	1s	CD	O
148	)	)	O
148	#NAME?	NN	O
148	and	CC	O
148	(	(	O
148	+	NN	O
148	)	)	O
148	-	:	O
148	(	(	O
148	)	)	O
148	#NAME?	NN	O
148	.	.	O
148	'	''	O
149	the	DT	O
149	results	NNS	O
149	show	NN	O
149	that	IN	O
149	naphthalene	NN	B-ENZ
149	dioxygenase	NN	I-ENZ
149	catalyzes	NNS	O
149	the	DT	O
149	enantiospecific	NN	O
149	monooxygenation	NN	O
149	of	IN	O
149	indan	NN	O
149	to	TO	O
149	(	(	O
149	+	NN	O
149	)	)	O
149	-	:	O
149	(	(	O
149	1s	CD	O
149	)	)	O
149	#NAME?	NN	O
149	and	CC	O
149	the	DT	O
149	desaturation	NN	O
149	of	IN	O
149	indan	NN	O
149	to	TO	O
149	indene	NN	O
149	which	WDT	O
149	then	RB	O
149	serves	NNS	O
149	as	IN	O
149	a	DT	O
149	substrate	NN	O
149	for	IN	O
149	the	DT	O
149	formation	NN	O
149	of	IN	O
149	(	(	O
149	+	NN	O
149	)	)	O
149	-	:	O
149	(	(	O
149	)	)	O
149	#NAME?	NN	O
149	and	CC	O
149	(	(	O
149	+	NN	O
149	)	)	O
149	-	:	O
149	(	(	O
149	1s	CD	O
149	)	)	O
149	#NAME?	NN	O
149	.	.	O
149	'	''	O
150	the	DT	O
150	relationship	NN	O
150	of	IN	O
150	the	DT	O
150	desaturase	NN	O
150	monooxygenase	NN	B-ENZ
150	and	CC	O
150	dioxygenase	NN	B-ENZ
150	activities	NNS	O
150	of	IN	O
150	naphthalene	NN	B-ENZ
150	dioxygenase	NN	I-ENZ
150	is	VBZ	O
150	discussed	VBN	O
150	with	IN	O
150	reference	NN	O
150	to	TO	O
150	reactions	NNS	O
150	catalyzed	VBN	O
150	by	IN	O
150	toluene	NN	O
150	dioxygenase	NN	B-ENZ
150	plant	NN	O
150	desaturases	NNS	O
150	cytochrome	NN	O
150	p-450	NN	O
150	methane	NN	B-ENZ
150	monooxygenase	NN	I-ENZ
150	and	CC	O
150	other	JJ	O
150	bacterial	NN	O
150	monooxygenases.we	NN	O
150	cloned	VBN	O
150	the	DT	O
150	genes	NNS	O
150	from	IN	O
150	corynebacterium	NN	O
150	sp	NN	O
150	.	.	O
150	'	''	O
151	strain	NN	O
151	n-1074	NN	O
151	for	IN	O
151	two	CD	O
151	halohydrin	NN	B-ENZ
151	hydrogen-halide-lyase	NN	I-ENZ
151	isoenzyme	NN	O
151	(	(	O
151	hhea	NN	O
151	and	CC	O
151	hheb	NN	O
151	)	)	O
151	which	WDT	O
151	are	VBP	O
151	involved	VBN	O
151	in	IN	O
151	the	DT	O
151	transformation	NN	O
151	of	IN	O
151	alpha	NN	O
151	beta-halohydrin	NN	O
151	into	IN	O
151	the	DT	O
151	corresponding	VBG	O
151	epoxide	NN	O
151	and	CC	O
151	the	DT	O
151	reverse	NN	O
151	reaction	NN	O
151	.	.	O
151	'	''	O
152	the	DT	O
152	haloalkane	NN	O
152	dehalogenase	NN	B-ENZ
152	and	CC	O
152	an	DT	O
152	aldehyde	NN	B-ENZ
152	dehydrogenase	NN	I-ENZ
152	are	VBP	O
152	plasmid	NN	O
152	encoded	VBN	O
152	.	.	O
152	'	''	O
153	two	CD	O
153	other	JJ	O
153	enzymes	NNS	O
153	the	DT	O
153	alcohol	NN	B-ENZ
153	dehydrogenase	NN	I-ENZ
153	and	CC	O
153	the	DT	O
153	haloacid	NN	O
153	dehalogenase	NN	B-ENZ
153	are	VBP	O
153	chromosomally	RB	O
153	encoded	VBN	O
153	.	.	O
153	'	''	O
154	sequence	NN	O
154	analysis	NN	O
154	indicates	NNS	O
154	that	IN	O
154	the	DT	O
154	haloacid	NN	O
154	dehalogenase	NN	B-ENZ
154	belongs	NNS	O
154	to	TO	O
154	the	DT	O
154	l-specific	JJ	O
154	2-chloroproprionic	JJ	O
154	acid	NN	O
154	dehalogenases	NNS	O
154	.	.	O
154	'	''	O
155	from	IN	O
155	the	DT	O
155	three-dimensional	JJ	O
155	structure	NN	O
155	and	CC	O
155	sequence	NN	O
155	similarities	NNS	O
155	the	DT	O
155	haloalkane	NN	O
155	dehalogenase	NN	B-ENZ
155	appears	VBZ	O
155	to	TO	O
155	be	VB	O
155	a	DT	O
155	member	NN	O
155	of	IN	O
155	the	DT	O
155	alpha/beta	NN	O
155	hydrolase	NN	O
155	fold	NN	O
155	hydrolytic	JJ	O
155	enzymes	NNS	O
155	of	IN	O
155	which	WDT	O
155	several	JJ	O
155	are	VBP	O
155	involved	VBN	O
155	in	IN	O
155	the	DT	O
155	degradation	NN	O
155	of	IN	O
155	aromatic	JJ	O
155	and	CC	O
155	aliphatic	JJ	O
155	xenobiotic	JJ	O
155	compounds.a	NN	O
155	highly	RB	O
155	enriched	VBN	O
155	denitrifying	VBG	O
155	mixed	JJ	O
155	culture	NN	O
155	transformed	VBN	O
155	o-xylene	NN	O
155	co-metabolically	RB	O
155	along	IN	O
155	with	IN	O
155	toluene	NN	O
155	by	IN	O
155	methyl	NN	O
155	group	NN	O
155	oxidation	NN	O
155	.	.	O
155	'	''	O
